index,song,year,artist,genre,lyrics
88,run-the-world-girls-remix,2012,beyonce-knowles,Pop,"Girls, we run this motha
Girls, we run this motha
Girls, we run this motha
Girls, we run this motha
Girls, who run the world? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
We run this motha? Girls
We run this motha? Girls
We run this motha? Girls
We run this motha? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
Some of them men think they freak this like we do
But, no, they don't
Make your check come at they neck
Disrespect us, no, they won't
Boy, don't even try to take us
Boy, this beat is crazy
This is how they made me
Houston, Texas, baby
This goes out to all my girls
That's in the club rocking the latest
Who will buy it for themselves
And get more money later
I think I need a barber
None of these can fire me
I'm so good with this
I remind you I'm so hood with this
Boy, I'm just playing
Come here, baby
Hope you still like me
If you hate me
My persuasion can build a nation
Endless power
Our love, we can devour
You'll do anything for me
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
We run this motha? Girls
We run this motha? Girls
We run this motha? Girls
We run this motha? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
It's hot up in here
DJ, don't be scared to run this, run this back
I'm repping for the girls who taking over the world
Have me raise a glass for the college grads
Anyone rolling, I'll let you know what time it is, check
You can't hold me, I broke my 9 to 5 better cut my check
This goes out to all the women getting it in, get on your grind
To the other men that respect what I do, please accept my shine
Boy, you know you love it
How we're smart enough to make these millions
Strong enough to bear the children
Then get back to business
See, you better not play me
Don't come here baby
Hope you still like me
If you hate me
My persuasion can build a nation
Endless power
Our love we can devour
You'll do anything for me
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
We run this motha? Girls
We run this motha? Girls
We run this motha? Girls
We run this motha? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
Who run the world? Girls
Who are we? What we pride
The world
(Who run this motha?)
Who are we? What we pride
The world
(Who run this motha?)
Who are we? What do we pride?
We run the world
(Who run this motha?)
Who are we? What we pride
We run the world
Who run the world? Girls"
89,helo,2012,beyonce-knowles,Pop,"baby you know i love you
baby you know i need you
you're all i ever wanted
you're the one for me, i know i can't deny it
that it was really met to be"
90,daddy,2006,beyonce-knowles,Pop,"I remember, when you used to take me
On a bike ride every day, on the bayou
(Remember that? We were inseparable)
And I remember when you could do no wrong
You come home from work and I jump in your arms when I saw you
(I was so excited)
I was so happy to see you, ooh
(So happy to see you)
Because you loved me, I overcome, yeah
And I'm so proud of what you've become, yeah
You've given me such security
No matter what mistakes I make, you're there for me
You cure my disappointments
And you heal my pain
You understood my biz and you protected me
I treasure every year in place a comemory
And that's why, I want my unborn son
To be like, my daddy
I want my husband to be like, my daddy
There is no one else like, my daddy
And I thank you for lovin' me
Daddy daddy, daddy daddy
Daddy daddy, daddy daddy
Daddy daddy, daddy daddy
Daddy daddy, daddy daddy
I still remember the expression on your face
When you found out I'd been on a date and had a boyfriend
(My first boyfriend, you shoulda seen your face)
I still remember, I called you cryin'
'Cuz of my tattoo, coulda said, ""Beyonce, I told ya so""
Instead you said you'd get one too
(You and my momma said ya'll get one just like mine)
Words can't express my boundless gratitude for you
I appreciate what you do, ohh
You've given me tight security
No matter what mistakes I know, you're there for me
You killed my disappointments and you heal my pain
You understood by biz and you protected me
I treasure every extraordinary memory, that's why
My unborn son to be like, my daddy
I want my husband to be like, my daddy
There is no one else like, my daddy
And I thank you for lovin' me
Even if my man broke my heart today
No matter how much pain I'm in, I will be okay
'Cause I got a man in my life that can't be replaced
For this love is unconditional, it won't go away
I know I'm lucky, know it ain't easy
For men who take care of their responsibilities
Love is overwhelming, Lord why did you pick me?
Can't stop my tears from falling, I love you so much daddy
([Inaudible] to be like my daddy)
(Thank you, you've done so much for me, I love you, daddy)
([Inaudible] to be like my daddy)
I get so emotional daddy, every time I think of you
(There is no one else like my daddy)
I get so emotional daddy, every time I think of you
(I thank you)
There is no one else like my daddy
(There is no one else like my daddy)
No one else replace my daddy"
92,cards-never-lie,2006,beyonce-knowles,Pop,"The cards never lie, my last breath a sigh
And now I think about if it's my time to die
I don't know what I was thinking, steady wasting time with Hill
And I need to live my life because my time is unforgivable
I can't understand how my life changed around
Manifest my destiny, is it the brown on the grown?
Blue skies are turning gray it's the point of indecision
Leaving in the car and much be spent on television
Oh girlfriend, get your mind on right
Don't spend your time 'cause you can't waste your time
Everyday like it's your last but you must feed the mind
Intervention comes and snatch up all your dreams from behind
Love, you feel it and you got to let them know it
Love, your heart and that's the feeling that you go with
If you have a dream you need to go and let them know it
'Cause you could wake up in the morning and it could be over
No, no, no, no
I don't wanna, I don't wanna, I don't wanna go
Just, just, just let me stay home
Let me live my dream, let me see another dawn
No, no, no, no
I don't wanna, I don't wanna, I don't wanna go
Just, just, just let me stay home
Let me live my dream, let me see another dawn
Carmen, don't listen 'cause the cards have deceit
Just slide him the money, we don't need a receipt
Truth only exists within the eyes of the beholder
Plus he's kind of young for fortune telling
He probably should be older
But the cards never lie, I thought I told you
Now it's her turn to try, to reach her goals
Before she reaches the light
This is love
It's like I'm trying to throw my life away
Sometimes love is all you got
And other times it makes you pay
Well, when you finally rise
Then you'll realize
The windows to the soul are not the hips but the eyes
Oh you could wish on the stars but they dead, just a lie
But they shine just as bright as they did their entire life
No, no, no, no
I don't wanna, I don't wanna, I don't wanna go
Just, just, just let me stay home
Let me live my dream, let me see another dawn
No, no, no, no
I don't wanna, I don't wanna, I don't wanna go
Just, just, just let me stay home
Let me live my dream, let me see another dawn"
93,listen-hidden-track,2006,beyonce-knowles,Pop,"Listen to the song here in my heart
A melody I start but can't complete
Listen to the sound from deep within
Its only beginning to find release
Oh the time has come for my dreams to be heard
They will not be pushed aside and turned
Into your own, all 'cause you won't listen
Listen, I am alone at a crossroads
I'm not at home in my own home
And I've tried and tried
To say what's on my mind
You should have known
Now I'm done believing you
You don't know what I'm feeling
I'm more than what
You've made of me
I followed the voice, you gave to me
But now I've gotta find my own
You should have listened
There was someone here inside
Someone I thought had died
So long ago
Oh I'm screaming out
And my dreams will be heard
They will not be pushed aside or turned
Into your own
All 'cause you won't listen
Listen, I am alone at a crossroads
I'm not at home in my own home
And I've tried and tried
To say what's on my mind
You should have known
Now I'm done believing you
You don't know what I'm feeling
I'm more than what
You've made of me
I followed the voice, you gave to me
But now I've gotta find my own
I don't know where I belong
But I'll be moving on
If you don't, if you won't
Listen to the song here in my heart
A melody I start, but I will complete
Now I am done believing you
You don't know not what I am feeling
I'm more than what you've made of me
I followed the voice you think you gave to me
But now I got to find my own, my own"
94,have-your-way,2006,beyonce-knowles,Pop,"Thirteen years of solid gold platters
Rising cost and cocktail chatter
Fat DJ's, stereophonic sound, oh baby
The game of hits goes 'round and around
But you can fake your way to the top
'Round and around
Try that part right there, baby
('Round and around)
Fake your way to the top
('Round and around)
Now you fell right in there
Didn't you, sweetheart?
You can fake your way to the top
('Round and around)
Shit, I knew you'd have it, baby
But it's always real, so real
(Always so real)
When you're comin' down
I know what's happenin', I've been around
Makin' my way through every town
I make my livin' off of my sound
And the game of hits goes 'round and around
And around and around
And 'round and around
And 'round and around
'Round and around
And 'round and around
And 'round and around
And 'round and around
I made it slowly
Worked hard on the road
He's away from his lover
It's a heavy load
Time to bring up the lights, yeah
Now let's see which one of these girls
Goin' home with Jimmy tonight, yeah
I got a nice, warm bed waitin' on ya
Jimmy, my bed
Alright now, come on now
Who wants to sit on daddy's lap?
Break it down
I faked my way to the top
('Round and around)
Oh, yeah, yes, I did
('Round and around)
I said, I faked my way to the top
('Round and around)
('Round and around)
You know I faked my way to the top
('Round and around)
Yeah, yeah, oh yes, I did
('Round and around)
And it's always real, so real
(Oh, it's so real)
Baby, when you're comin' down
I faked my way, yes, I did
Help me, Jesus
(Help me, Jesus)
Help, help, help
(Help, help, help, help, help, help, help)
Help me, Jesus
(Help me, Jesus)
(Help, help, help, help, help, help, help)
(Help me, Jesus)
You the man
(Help, help, help, help, help, help, help)
Fake my way to the top"
95,get-me-bodied,2006,beyonce-knowles,Pop,"Nine, four, eight, one
B day
Mission one: I'm-a put this on
When he see me in this dress, I'm-a get me some, hey
Mission two: gotta make that call
Tell 'em get the bottles poppin' when they play my song, hey
Mission three: got my three best friends
Like we do it all the time, we gon' do it again, hey
Mission four: got the vintage Rolls
Drop a couple hundreds, tell 'em leave it at the door
I ain't worried, doing me tonight
A little sweat ain't never hurt nobody
While y'all standin' on the wall
I'm the one tonight gettin' bodied
Gettin' bodied (gettin' bodied)
Gettin' bodied (gettin' bodied)
Gettin' bodied (I'm the only one tonight gettin' bodied)
Gettin' bodied
If you want my body (gettin' bodied)
Won't you get me bodied? (gettin' bodied)
If you want my body (I'm the only one tonight gettin' bodied)
Won't you get me bodied?
Can you get me bodied?
I wanna be myself tonight
Can you get me bodied?
I wanna be myself tonight
Don't you see my body?
I wanna let it out tonight
Wanna party, wanna dance, wanna be myself tonight
Mission five: skip to the front of the line
Let me fix my hair 'fore I go inside
Mission six: gotta check these chicks
'Cause you know they gon' block when I take these flicks
Mission seven: gotta make my rounds
Givin' eyes to the guys; now I think I found him
Mission eight: while we're conversating, we can skip small talk
Let's get right to the chase
I ain't worried, doing me tonight
A little sweat ain't never hurt nobody
While y'all standin' on the wall
I'm the one tonight gettin' bodied
Gettin' bodied (gettin' bodied)
Gettin' bodied (gettin' bodied)
Gettin' bodied (I'm the only one tonight gettin' bodied)
Gettin' bodied
If you want my body (gettin' bodied)
Won't you get me bodied? (gettin' bodied)
If you want my body (I'm the only one tonight gettin' bodied)
Won't you get me bodied?
You see my body?
I gotta know; I'd like to know if you can get me bodied
I'm kinda tight; I'm feelin' right; I'd like to see somebody
I wanna let it out tonight
Wanna dance, wanna party, wanna be myself tonight
Can you get me bodied?
I wanna be myself tonight
Can you get me bodied?
I wanna be myself tonight
Don't you see my body?
I wanna let it out tonight
Wanna party, wanna dance, wanna be myself tonight
Baby, all I want
Is to let it go
Ain't no worries, no
We can dance all night
Get me bodied
That means come closer to me
While we grind to the beat
And your body is touchin' me
All I need
Is to let it be
Ain't no worries, no
Boy, dance with me
Feel my body
Don't stop; just come closer to me
While we grind to the beat
And your body is touchin' my body
Gettin' bodied
Ain't no shame 'cause I gotta get mine
I swing my hair and kick off my shoes
Come here, boy, and let me work on you
I ain't worried, doing me tonight
A little sweat ain't never hurt nobody
While y'all standin' on the wall
I'm the one tonight gettin' bodied
Gettin' bodied (gettin' bodied)
Gettin' bodied (gettin' bodied)
Gettin' bodied (I'm the only one tonight gettin' bodied)
Gettin' bodied
If you want my body (gettin' bodied)
Won't you get me bodied? (gettin' bodied)
If you want my body (I'm the only one tonight gettin' bodied)
Won't you get me bodied?
""exctended version""
Ladies on the floor, all my ladies on the floor if you ready get it ready lets get it and drop it.
Drop down low and sweep the floor wit it drop drop down low and sweep the floor wit it,
Drop down low and sweep the floor wit it drop drop down low and sweep the floor wit it.
Do the uh oh do the uh oh do the uh oh uh oh uh oh oh no no, uh oh do the uh oh do the uh oh uh oh uh oh oh no no.
Pat your weaves ladies pat pat pat your weaves ladies watch it while he check up on it,
Pat your weaves ladies pat pat pat your weaves ladies watch it while he check up on it.
Tick tick tick tick fight,
now tick tick tick tick tick tick fight,
now tick tick tick tick fight,
now tick tick tick tick tick tick fight.
Now pose for the camera now flick flick flick, pose for the camera
now flick flick flick, pose for the camera
now flick flick flick, pose for the camera
now flick flick flick.
Do an old school dance an old school dance an old school dance do an old school,
Do an old school dance an old school dance an old school dance get old school.
Stop now cool off cool off, cool off cool off,
Drop and cool off cool off cool off cool off.
Wind it back girl, wind it back girl make your hair touch the floor wine it back,
Wind it back girl, wind it back girl make your hair touch the floor wine it back.
Drop to your knees arch your back girl shake shake it like that alley cat,
Drop drop to your knees arch your back girl shake shake it like that alley cat.
Shake ya derriere in them Dereon's
Shake shake ya diary air in the House of Dereon
Shake ya derriere in them Dereon's
Shake shake ya diary air in the House of Dereon
Do the scissor leg, touch ya heels touch ya toes
Do the scissor leg, touch ya heels touch ya toes
Do the scissor leg, touch ya heels touch ya toes
Do the scissor leg, touch ya heels touch ya toes
Do the Naomi Campbell walk, Naomi Campbell walk
Walk across the room like Naomi Campbell
Do the Naomi Campbell walk, Naomi Campbell walk
Walk across the room like Naomi Campbell
Snap for the kids, snap for the kids
Snap in a circle three times
Snap for the kids, snap for the kids
Snap in a circle three times
I touch ya body, while ya touch my body
We touching bodies tonight
We getting bodied
I touch ya body,while ya touch my body
We touching bodies tonight
We getting bodied
Gettin' bodied (gettin' bodied)
Gettin' bodied (gettin' bodied)
Gettin' bodied (I'm the only one tonight)
Gettin' bodied (gettin' bodied)
Want my body (get me body)
Won't ya get me body (get me body)
You want my body (I'm the only one tonight)
Won't ya get me bodied (get me bodied)
Hey"
96,be-with-you,2006,beyonce-knowles,Pop,"Ooh baby
Ooh baby
I love the way you make me feel
It slows down time
Come in my bedroom and turn off the lights
You whisper softly in my ear
Makes me unwind
The way you touch me let's me know you're mine
I'd rather be with you
Because I love the way you scream my name
And there's no other man that gives me what I want
And makes me feel this way
I'd rather be with you because you hustle hard
To take care of me
I'd rather be with you
Boy I'd rather be with you (I'd rather be with you)
Boy I'd rather be with you
I love the way you look at me
Stare into my eyes
What do they say to you boy don't be shy
Tonight's the night your fantasies
Will all come true
I am your woman I belong to you, whoah
There is nothing I won't do for you
I know my soul connected me to you
I feel so safe when I'm alone with you oh
I'm holding back nothin' saving it all for you
Baby I love making love to you
It's like a high I can't come down from you
I'd rather be with you because I love the way
You scream my name (scream my name)
And there's no other man that gives me what I want
And makes me feel this way (makes me feel this way)
I'd rather be with you because you hustle hard (I'd rather be with you babe)
To take care of me (now hold it down for me baby)
I'd rather be with you
Boy I'd rather be with you (I'd rather be with you)
I'd rather be, I'd rather be with you oh
Hey!
I'd rather be with you well yeah
Boy I rather be with you
I'd rather be with you well yeah
Boy I rather be with you (I rather, rather be, rather be with you)
I'd rather be with you because I love the way (I love the way you scream my name)
You scream my name (scream it louder baby)
And there's no other man that gives me what I want (make me, make me feel this way)
And makes me feel this way (make me feel good)
I'd rather be with you because you hustle hard
To take care of me (so good, so good)
I'd rather be with you
Boy I'd rather be with you (I'd rather be with you)
I don't want nobody else but you
I'd rather be with you because I love the way
You scream my name
And there's no other man that gives me what I want
And makes me feel this way
I'd rather be with you because you hustle hard (I'd rather be with you babe)
To take care of me
I'd rather be with you
Boy I'd rather be with you (I'd rather be with you)
Boy I'd rather be with you"
97,after-all-is-said-and-done,2006,beyonce-knowles,Pop,"Here I am looking in the mirror
An open face, the pain erased
Now the sky is clearer, I can see the sun
Now that all is, all is said and done, oh
There you are always strong when I need you
You let me give and now I live
Fearless and protected with the one I will love
After all is, all is said and done
I once believed that hearts were made to bleed
(Inside I once believed that hearts were made to bleed, oh baby)
But now I'm not afraid to say
I need you, I need you so stay with me
These precious hours
(Precious, yeah)
Greet each dawn in open arms
And dream, into tomorrow
Where there's only love
After all is, all is said and done
(Yeah baby)
Oh baby
(Inside I once believed, that hearts were meant to bleed)
(I'll never)
I'll never be afraid to say
I need you, I need you, so here
So here we are in the still of this moment
Fear is gone, hope lives on
We found our happy ending
For there's only love
(Only love)
And this sweet, sweet love
After all is, all is said and done
Yeah baby, after all is
(All is)
All is said and done"
98,everything-i-do,2006,beyonce-knowles,Pop,"Every step I make
And every breath I take
I took 'cause I can't wait
To be closer to you
Baby, you're so sweet
You give me cavities
I get a stomach ache
If I can't be with you
At night I fall asleep
And I don't want to wake up
'Cause you are in my dreams
A heavenly creation
In the body that
I only want to share with you
Hey
[Chorus]
Everything I do is just for you
Countin' every second till we rendezvous
And I can't wait
To give my love to you
'Cause everything I do is just for you
Baby, we will never finish
To be continued
Separation can't change
The love I feel for you
I'm gonna definitely be affectionate
Snuggle up tonight--let's get real intimate
'Cause only you can satisfy my appetite
'Cause when it comes to love
You get me get so excited
When I taste your lips
My body melts in bliss every time
[Chorus: x2]
You are my (you are my)
Universe (universe)
Everything I want and
Everything I need and
Everything worth waiting for
For better or for worse
Constant craving
Your love enslaves me, oh
[Chorus]
Give it to me, baby
I want to give it to you
Give it to me, baby
I can't wait
'Cause everything I do is just for you
Everything I do is just for you
Countin' every second till we rendezvous
I can't wait
'Cause everything I do is just for you
Everything I do is just for you
Countin' every second till we rendezvous
And I can't wait
To give my love to you
'Cause everything I do is just for you"
99,lost-yo-mind,2006,beyonce-knowles,Pop,"Oh my god
You done lost yo muthafucking mind
You must have lost yo mind
You must've just lost yo mind
(Yo mind)
You must've just lost yo mind
(Yo mind)
They told me bout all the lies
(The lies)
I took you back all those times
(Times)
You must have lost yo mind
(Lost yo mind)
You must have lost yo mind
(Yo mind)
That Chloe Crop bag ain't mine
(Wasn't mine)
Many earrings must I find
(I find)
You must've just lost yo mind
I could shed so many tears
But I won't let you see me crying
Now it all adds up
(Hey)
Even the numbers
(Yeah)
Let me exactly hear
(Oh)
Bet you you wonder
(Yeah)
I know how my mama felt
(Yeah)
Getting ran over
(Yeah)
But this ain't a cycle here
(Oh)
This one is over
(Yeah)
Something told me to check my time
If I'm the one that's always crying
Now that it's over
(Hey)
I can move on from here
(Yeah)
Glad that it's over
(Oh)
So glad that it's over
(Yeah)
I could've told ya
(Hey)
It's all in the atmosphere
(Yeah)
I can't control ya
(Oh)
But I'm not a pushover no more
(Yeah)
(Oh)
You
(Oh)
Must
(Oh)
Have
(Oh)
Lost
(Oh)
Yo
(Oh)
Mind
(Oh)
You must've just lost yo mind
(Lost yo mind)
You must've just lost yo mind
(Lost yo mind)
They told me bout all the lies
(All the lies)
I took you back all those times
(Oh)
You
(Oh)
Must
(Oh)
Have
(Oh)
Lost
(Oh)
Yo
(Oh)
Mind
You must've just lost yo mind
(Yo mind)
That Chloe Crop bag ain't mine
(Wasn't mine)
Many earrings must I find
(I find)
You must've just lost yo mind
You
(Oh)
Could shed
(Oh)
So
(Oh)
Many
(Oh)
Tears
(Oh)
But you won't let me see you crying
If she really loves ya
(Hey)
Than that's what ya need to build
(Yeah)
I'm more than yo woman
(Oh)
I know you don't love her
(Yeah)
I painted it for ya
(Hey)
But you picked the colors
(Yeah)
At night you'll get over
(Oh)
Yea, like you will never
(Yeah)
I trusted
(Oh)
You after
(Oh)
All these years
(Oh)
And I'm
(Oh)
The one
(Oh)
That's always crying
(Oh)
Now that it's over
(Hey)
I can move on from here
(Yeah)
Glad that it's over
(Oh)
So glad that it's over
(Yeah)
The melody told you
(Hey)
Exactly the pain I feel
(Yeah)
Reap what you sow, boy
(Oh)
I'm not a pushover
(Yeah)
You
(Oh)
Must
(Oh)
Have
(Oh)
Lost
(Oh)
Yo
(Oh)
Mind
(Oh)
You must've just lost yo mind
(You lost it, lost yo mind)
You must've just lost yo mind
(Lost yo mind, hey)
They told me bout all the lies
(All the lies)
I took you back all those times
(I took you back too many times)
You
(Oh)
Must
(Must)
(Oh)
Have
(Have)
(Oh)
Lost
(Lost, oh)
Yo
(Yo, oh)
Mind
(Mind, oh)
You must've just lost yo mind
(Lost yo mind)
That Chloe crop bag ain't mine
(That Chloe crop bag it wasn't mine, wasn't mine)
Many earrings must I find
(Hey)
You must've just lost yo mind
I always knew you were counterfeit
That's what you get
I see you crying
(You lost yo mind)
Excuses after excuses
(You lost yo mind)
Pretending that we exclusive
(You lost yo mind)
I stuck around all these years
(You lost yo mind)
I dried and cried all yo tears
(Oh, oh)
Trusted
(Oh)
You despite my fears
(Oh)
I
(Oh)
Refuse
(Oh)
To keep
(Oh)
On trying
(Oh)
Now that it's over
(Hey)
I can move on, boy
(Yeah)
Glad that it's over
(Oh)
So glad that it's over
(Yeah)
You just confirmed it
(Hey)
This ain't a warning
(Yeah)
Ya living a double life
(Oh)
You must've lost yo mind
(Yeah)
You
(Oh)
Must
(Oh)
Have
(Oh)
Lost
(Oh)
Yo
(Oh)
Mind
(Oh)
You must've just lost yo mind
(You crazy)
You must've just lost yo mind
(You crazy)
They told me bout all the lies
(You lost yo mind)
I took you back all those times
(Tell you one mo time)
You must've just lost yo mind
(You lost yo mind)
That Chloe Crop bag ain't mine
(It was not mine)
Many earrings must I find
(Hey)
You must've just lost yo mind
(You must've just lost yo mind)
You just lost yo mind"
100,ring-the-alarm,2006,beyonce-knowles,Pop,"Ring the alarm, I been through this too long
But I'll be damned if I see another chick on your arm
Won't you ring the alarm, I been through this too long
But I'll be damned if I see another chick on your arm
She gon' be rockin' chinchilla coats, if I let you go
Hit in the house off the coast, if I let you go
She gon' take everything I own, if I let you go
I can't let you go, damn, if I let you go
She gon' rock them VVS stones, if I let you go
In the 'Bach or the Rolls, if I let you go
She gon' profit everything I taught, if I let you go
I can't let you go, damn, if I let you go
Tell me how should I feel when I know what I know
And my female intuition tellin' me you a dog
People told me 'bout the flames I couldn't see through the smoke
When I need answers, accusations what you mean you gon' choke
You can't stay, you gotta go
Ain't no other chick spendin' your dough
This is taking a toll, the way the story unfolds
Not the picture perfect movie everyone would've saw
She gon' be rockin' chinchilla coats, if I let you go
Hit in the house off the coast, if I let you go
She gon' take everything I own, if I let you go
I can't let you go, damn, if I let you go
She gon' rock them VVS stones, if I let you go
In the 'Bach or the Rolls, if I let you go
She gon' profit everything I taught, if I let you go
I can't let you go, damn, if I let you go
Ring the alarm, I been through this too long
But I'll be damned if I see another chick on your arm
Won't you ring the alarm, I been through this too long
But I'll be damned if I see another chick on your arm
Tell me how should I feel when you made me belong
And the thought of you just touchin' her is what I hate most
I don't want you, but I want it and I can't let it go
To know you give it to her like you gave it to me, come on
He's so arrogant and bold
But she gon' love that shit, I know
I done put in a call, time to ring the alarm
'Cause you ain't never seen a fire like the one I'ma 'cause
She gon' be rockin' chinchilla coats, if I let you go
Hit in the house off the coast, if I let you go
She gon' take everything I own, if I let you go
I can't let you go, damn, if I let you go
She gon' rock them VVS stones, if I let you go
In the 'Bach or the Rolls, if I let you go
She gon' profit everything I taught, if I let you go
I can't let you go, damn, if I let you go
Ooh, how can you look at me
And not see all the things that I kept only just for you
Ooh, why would you risk it babe
Is that the price that I pay, ooh
But this is my show, and I won't let you go
All it's been paid for, and it's mine
How could you look at me
And not see all the things
She gon' be rockin' chinchilla coats, if I let you go
Hit in the house off the coast, if I let you go
She gon' take everything I own, if I let you go
I can't let you go, damn, if I let you go
She gon' rock them VVS stones, if I let you go
In the 'Bach or the Rolls, if I let you go
She gon' profit everything I taught, if I let you go
I can't let you go, damn, if I let you go"
101,oye-su-canto,2006,beyonce-knowles,Pop,"Spanish version of Listen
Oye
Beyonc
Oye, lo que tengo que decir
No puedo ya seguir viviendo as
Oye(uhum) como llora mi cancin
Preciso tu atencin debes oir
Hoy no se quien soy ni se adonde voy
Encontrarme hoy es mi missin
De tu prisn por fin ya soy libre
Oye...
Esto no tiene salida
Ya nada sirve que digas
Tengo que escapar
Yo tengo que escuchar a mi corazn
Oye...
Buscar mi propria luz
No seas insensible
Soy ms de lo que fui por ti
Que nada en valor voy a por ti
Yo tengo que encontrar mi voz
Nunca quisiste que me fuera a volar
Callar mi identidad,que gran error
Hoy grito no tengo ms temor
Hoy tu alumna te dice adis
De tu prisn por fin ya soy libre
Oye...
Esto no tiene salida
Ya nada sirve que digas
Hoy tengo que escapar
Yo tengo que escuchar a mi corazn
Oye...
Buscar mi propria luz
No seas insensible
Soy ms de lo que fui por ti
Que nada en valor voy a por ti
Yo tengo que encontrar mi voz
Yo soy tu gran criacn
Por eso es que me voy
Dime adis,dime adis
Oye
lo que tengo que decir
No puedo ya seguir viviendo as
Oye
Buscar mi propria luz
No seas insensible
Soy ms de lo que fui por ti
Que nada en valor voy a por ti
Yo tengo que encontrar mi voz
Mi Voz"
102,naughty-girl,2006,beyonce-knowles,Pop,"I love to love you baby
I love to love you baby.
I'm feelin' sexy
I wanna hear you say my name boy
If you can reach me
You can feel my burning flame
I'm feelin' kind of n-a-s-t-y I just might take you home with me
Baby the minute I feel your energy
Your vibe's just taken over me
Start feelin' so crazy babe
Lately, I feel the funk coming over me
I don't know what's gotten into me
The rhythm's got me feelin' so crazy babe
Tonight I'll be your naughty girl
I'm callin' all my girls
We're gonna turn this party out
I know you want my body
Tonight I'll be your naughty girl I'm
Callin' all my girls
I see you look me up and down
And I came to party
You're so sexy,
Tonight I am all yours boy
The way your body
Moves across the floor
You got me feelin n-a-s-t-y, I just might take you home with me
Baby the minute i feel your energy
The vibe's just taken over me
Start feelin' so crazy babe
Lately, I feel the funk coming over me
I don't know what's gotten into me
The rhythm's got me feelin' so crazy babe
Tonight I'll be your naughty girl
I'm callin' all my girls
We're gonna turn this party out
I know you want my body
Tonight I'll be your naughty girl I'm
Callin' all my girls
I see you look me up and down
And I came to party
I love to love you baby (I love to love you baby)
I love to love you baby (I love to love you baby)
I love to love you baby (I love to love you baby)
I love to love you baby (I love to love you baby)
Tonight I'll be your naughty girl
I'm callin' all my girls
We're gonna turn this party out
I know you want my body
Tonight I'll be your naughty girl I'm
Callin' all my girls
I see you look me up and down
And I came to party
Tonight I'll be your naughty girl (I'll be you naughty girl)
I'm callin' all my girls
We're gonna turn this party out
I know you want my body
Tonight I'll be your naughty girl I'm
Callin' all my girls
I see you look me up and down
And I came to party"
103,gift-from-virgo,2006,beyonce-knowles,Pop,"A gift from Virgo (from Virgo)
I wish I could look in your eyes
And tell you how I feel right now inside
Baby, I know that it's real
So real, so real, so real
How I wish I could be with you
How I wish, how I wish, how I wish I could be with you right now
Every morning, every afternoon, every night
I want to be with you
It don't matter if we go to the park or watch a play, stay in the hotel room all day
I just want to be with you
I love everything about you from your old school tennis shoes
To the way you move when you're dancing with me
Do you remember our first kiss?
It wasn't long enough
Remember the first time we spent those weeks together
They were not long enough
All of our conversations
All of your sweet pages
They're never long enough
When it's time for me to leave
It's so hard to say goodbye
I never want to say goodbye
I never ever want to say goodbye
One day we'll make love
Finally I'll be yours
Only you, only you
I could love you
It's too late
I already love you
I love you
I love you
I love you
I love you"
104,dangerously-in-love,2006,beyonce-knowles,Pop,"I love you
I love you, I love you
Baby, I love you, you are my life
My happiest moments weren't complete if you weren't by my side
You're my relation in connection to the sun
With you next to me there's no darkness I can't overcome
You are my raindrops, I am the seed
With you and God who's the sunlight I bloom and grow so beautifully
Baby, I'm so proud, proud to be your girl
You make the confusion go all away from this cold and mixed-up world
I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just keep lovin' me the way I love you loving me
'Cause I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just keep lovin' me the way I love you loving me
And I know you love me, love me for who I am
'Cause years before I became who I am, baby, you were my man
I know it ain't easy, easy loving me
I appreciate the love and dedication from you to me
Later on in my destiny I see myself having your child
I see myself being your wife and I see my whole future in your eyes
Thought of all my love for you sometimes make me want to cry
Realize all my blessings; I'm grateful to have you by my side
I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just keep lovin' me the way I love you loving me
'Cause I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just keep lovin' me the way I love you loving me
Every time I see your face my heart smiles
Every time it feels so good it hurts sometimes
Created in this world to love, to hold
To feel, to breathe, to live you
Dangerously in love
I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just keep lovin' me the way I love you loving me
'Cause I am in love with you
You set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave
Just keep lovin' me the way I love you loving me (dangerously)
Dangerous, dangerously in love
With you oh
Oh I love you
I love, I love, I love, I love, I love you
I love you, oh yes
I love you ooh
I love, I love, I love you
Love you, love you
Love you
I love you, I love you, I love you
I love you
Dangerously in love"
